,weight,New_Age
189,45.24673427,313.7685338
190,49.15968473,256.9553228
191,43.62537882,447.4031316
192,47.02215388,235.3687597
193,37.04333888,105.533564
194,38.43589339,342.6241616
195,36.71305189,280.1878652
196,42.17205372,306.8521462
197,23.93757481,251.7567767
198,28.67565228,224.3204151
199,32.73380005,240.8353679
200,33.67588556,291.3194841
201,48.34446258,349.3432796
202,30.51955808,263.6184277
203,46.98039916,102.5292411
204,31.9118962,146.3972706
205,45.59031908,396.9603421
206,58.07975392,323.5366386
207,48.62959265,216.4222239
208,30.78003956,283.4519032
209,30.48121023,260.6771186
210,57.903528,221.7480864
211,42.47496983,328.8085759
212,26.8199918,355.6898985
213,27.26927281,200.485803
214,39.74583174,224.5048134
215,41.48693941,369.8086981
216,58.4604952,279.0942277
217,55.47113666,293.2285339
218,50.75270665,177.1746394
219,35.93599887,112.079054
220,39.56490691,312.860744
221,38.28445566,306.4231563
222,28.81740567,237.8398299
223,41.55647844,250.9007908
224,37.57554156,231.8714565
225,32.03548781,395.0529962
226,48.46155614,220.5879881
227,39.50998907,170.9837989
228,31.67939132,298.8230923
229,38.83750249,429.1447374
230,15.65602505,356.4155064
231,59.59755293,319.0148075
232,53.22641193,252.0955705
233,56.04396399,375.8851809
234,33.28681762,104.0781098
235,45.31997104,290.18194
236,29.95278392,241.1431251
237,52.23313004,200.3175156
238,30.95229893,136.4176775
239,28.45061437,293.4082888
240,18.83690092,239.9477506
241,18.49923062,172.1056142
242,41.56500248,86.15183216
243,49.64390172,188.3509835
244,38.65580947,126.9300792
245,36.54337469,342.5121047
246,42.58119401,216.9839899
247,46.66247853,292.8168348
248,42.06556183,254.8487019
249,44.26395859,255.5759709
250,24.5887387,220.6866099
251,42.24075903,278.9740496
252,29.91904061,337.1353368
253,38.45403704,465.6193074
254,40.19026585,299.2437999
255,29.58590709,267.1406359
256,37.06236809,310.2995129
257,25.58153904,212.7655411
258,32.05517157,191.4378069
259,41.11469951,218.9833406
260,28.90799919,132.5190234
261,32.58505874,287.6939356
262,34.18108368,283.2904552
263,42.13773089,304.9551423
264,51.36206958,262.6030467
265,53.33374121,259.6739986
266,39.25114169,198.4055495
267,45.89026779,320.1230793
268,36.63914105,378.0194439
269,23.78304493,254.8776686
270,41.5554712,305.8674116
271,36.81966855,183.4003232
272,36.18745388,288.8509476
273,45.05039907,218.1572147
274,38.37763081,431.6909393
275,56.9323698,317.2857599
276,42.81707012,212.5267692
277,58.92440296,149.9535642
278,43.54497323,119.9843783
279,37.47254425,227.4670334
280,31.70098327,236.5330964
281,56.71829578,244.9892138
282,25.96133468,379.9536153
283,49.05569456,223.6877608
284,41.46720554,342.3292438
285,21.59224006,366.3613685
286,35.04811787,128.909931
287,64.37631099,350.2317887
288,49.15364205,121.8311869
289,47.0754271,286.2079287
290,41.76214325,284.0877379
291,56.12880209,403.2772674
292,52.74656094,213.4136748
293,49.10132403,57.80468995
294,37.11115261,247.76132
295,33.40899591,351.2893196
296,29.3299352,203.5342427
297,30.84292329,243.9078105
298,43.85207555,137.0813009
299,62.81001313,477.9294928
300,49.08957241,313.637178
301,34.63621511,189.5744533
302,38.21075516,222.2751058
303,57.6147045,234.1467977
304,41.32818276,285.0208129
305,35.36863327,405.0964885
306,31.66298514,370.9791557
307,43.82774393,200.2586257
308,39.4052195,215.2207417
309,69.22994187,426.8979777
310,41.88092532,225.0741504
311,28.22590216,232.9447168
312,42.7778344,237.1299375
313,34.43937505,263.3269747
314,34.01357078,195.3327031
315,37.15852342,350.4521551
316,47.08735595,210.3824644
317,35.53557278,315.1552546
318,29.25710571,351.4623156
319,35.91783498,191.2748381
320,45.50569276,375.5104697
321,42.09251002,177.5193832
322,31.52264644,267.5101963
323,48.96826896,229.2124909
324,36.75921966,162.0788842
325,41.60571801,413.6115117
326,31.05050885,318.824133
327,24.02781057,98.70614407
328,45.31969444,312.8134254
329,35.80985266,433.4352743
330,40.10543808,345.3760545
331,56.2987931,267.1923106
332,60.56852385,241.0347923
333,30.02610424,217.2331811
334,36.46339611,251.7451873
335,39.14919219,469.8665463
336,44.43459174,331.9703454
337,53.1385915,125.1514442
338,32.22783729,239.2637427
339,43.06688723,330.6090248
340,42.81161465,359.2691424
341,38.42392144,147.9364506
342,29.20406937,271.2324865
343,32.72934377,367.6576285
344,60.78628257,249.1580187
345,39.17796318,255.911757
346,34.62140665,354.9138506
347,38.88297534,417.2754047
348,52.20663745,420.1834963
349,41.85546192,294.1293288
350,16.44899018,369.3294012
351,21.87391666,362.2826047
352,48.30785495,213.936511
353,38.87305324,326.8935929
354,41.70168179,330.082612
355,51.19601741,236.688958
356,52.12726922,500.1957501
357,38.2562952,209.5033975
358,50.21516971,239.8059455
359,35.72383753,394.3194082
360,47.12426486,466.8599128
361,48.59655935,281.0804913
362,39.84816591,217.535021
363,29.60602841,391.1508115
364,23.00914035,370.3467742
365,48.99200637,304.0379698
366,27.13227048,396.9005123
367,39.84854041,288.558986
368,28.56714256,308.0214518
369,30.08406635,494.5812965
370,42.27770508,278.9976616
371,48.71951911,253.2027942
372,67.58271852,312.088705
373,45.15413765,322.0013454
374,57.41804437,140.3621653
375,29.76166416,447.2425696
376,32.6174737,365.3741088
377,25.09728972,219.9055863
378,27.13466774,270.1068884
379,29.32136959,56.1845739
380,47.75422043,312.6779814
381,34.3991062,129.175533
382,47.98494392,278.6057783
383,45.70830207,348.4659745
384,45.41184968,394.6094082
385,28.33391943,248.1889323
386,41.48578227,115.9175305
387,42.60349192,240.1043241
388,45.64863703,386.4612004
389,3.901405985,215.7745434
390,53.71273524,296.8240332
391,26.79450981,364.7686603
392,34.10808096,275.3211326
393,40.75176172,287.0287855
394,34.04881257,378.1708302
395,28.46644443,368.6295056
396,44.81860248,368.7872867
397,38.92388586,93.06671959
398,47.50667966,235.314485
399,43.485118,410.2459019
400,36.01878665,284.703096
401,39.73401499,413.6398727
402,17.76953541,392.8950878
403,44.04142977,232.6527778
404,51.89914591,236.584853
405,34.77762254,381.2854588
406,36.18095584,260.9556492
407,47.64526592,306.5925402
408,46.0921348,50.54622484
409,48.42308371,344.9934097
410,47.80695237,338.9829594
411,41.7023251,141.1344794
412,35.67556151,207.9726733
413,41.26699497,212.2501731
414,29.75877582,263.2985108
415,39.15031772,490.0410128
416,45.41606875,23.32688837
417,35.59682783,476.9803442
418,41.4895518,357.616737
419,28.80451823,305.3850133
420,47.80991686,229.8779304
421,39.42970749,204.0648115
422,37.39863571,432.5334334
423,29.1480389,215.4435663
424,33.99063909,264.5505377
425,42.89844041,186.4459135
426,42.46597447,349.1602423
427,52.26876087,234.8798957
428,28.42096193,411.1089234
429,43.26099737,343.2245404
430,59.89365488,324.7233649
431,55.91262299,181.0492636
432,49.33445909,312.8248961
433,36.30053871,255.1584562
434,32.92512692,273.7116733
435,51.8528695,19.56509992
436,22.77057605,309.7432635
437,43.60766444,225.4932592
438,22.06794999,198.9946215
439,26.79049233,224.6315608
440,29.52008582,280.7240373
441,26.05169937,419.3263046
442,26.08246253,411.3093742
443,44.78877378,300.2028633
444,54.63728226,251.1571572
445,43.58163913,175.2574723
446,42.80057727,299.902922
447,41.14787879,270.8813892
448,52.61270243,259.0761082
449,48.07011463,236.480438
450,35.85359585,132.2610251
451,40.63401286,344.563787
452,31.59877337,236.5367633
453,35.38052863,365.0679242
454,37.87790454,354.4519631
455,38.28073914,429.6194374
456,41.76501503,342.5656231
457,29.65405117,223.1512724
458,36.61721119,161.2129447
459,39.22643242,238.6047811
460,56.72450846,256.4294169
461,35.88210588,322.567458
462,49.27577813,301.3548106
463,58.58155957,266.8380344
464,44.69963787,144.2874439
465,27.30279177,339.146409
466,30.48693067,349.6738966
467,41.62236236,436.369582
468,28.41192066,351.1950993
469,37.44128464,331.8212053
470,22.25627212,345.0978543
471,49.69735768,156.0983822
472,35.85152522,99.49172479
473,43.44461791,178.6378737
474,32.3395005,239.1638793
475,34.98252518,426.7159002
476,34.37640643,294.4804756
477,42.67892397,250.97491
478,40.28189011,250.8710327
479,29.7867609,417.6128711
480,31.94622719,170.4807621
481,49.39644567,282.014188
482,43.40660532,147.0571986
483,42.02380612,59.89159256
484,61.61574736,206.0001753
485,47.47456692,151.5327568
486,58.62621231,271.0000601
487,23.38307994,266.2915547
488,52.57762252,278.138025
489,38.16261037,151.5429762
490,23.75567052,192.1998402
491,54.19818987,312.8447747
492,43.3742276,332.7275717
493,37.86518942,327.376729
494,37.83403388,98.22145573
495,30.9268461,140.3578909
496,55.66333482,288.6309455
497,43.52076291,285.647553
498,49.3792101,271.1267985
499,43.11712103,420.5515583
500,51.55007648,216.274159
501,34.32635495,135.3869594
502,40.21164145,330.7868232
503,35.47445206,326.965676
504,30.67511505,259.6607743
505,36.70615698,275.5210792
506,35.3520222,346.9905923
507,41.20074934,193.681842
508,37.12187566,458.767129
509,23.64472853,278.8245739
510,28.93861199,236.5698731
511,56.03095595,153.969547
512,40.63211552,414.5285813
513,39.94570494,236.0255887
514,51.98196858,263.8691172
515,22.64824816,276.7810623
516,37.65728667,411.8523833
517,30.72309404,312.2335276
518,45.14400813,224.8651854
519,49.30710153,271.7535308
520,37.10896162,254.6406327
521,50.135766,256.2924359
522,29.63399228,232.1639188
523,49.94331653,366.4976703
524,47.75210173,181.9059968
525,27.95190386,181.9166121
526,35.86224445,287.8248473
527,33.8113736,362.6471928
528,30.84315349,240.2878288
529,46.62049578,346.179184
530,40.7078841,404.8892673
531,43.69118746,135.3032232
532,34.08041387,339.2407141
533,34.93318721,340.4269175
534,30.57647007,420.7585253
535,58.12283669,383.7746678
536,50.05881517,272.0105313
537,42.40984275,339.6243016
538,51.97943735,224.0464225
539,48.70604027,298.7376874
540,36.09894839,368.561603
541,49.10830206,380.159231
542,32.14323952,64.8205048
543,28.47895194,349.3595234
544,34.68544935,193.7860735
545,40.3409333,290.8918857
546,43.38006208,306.9039732
547,49.58687214,390.9430141
548,38.51469063,241.2249808
549,29.52594052,178.6167979
550,24.80067276,395.945985
551,44.88839832,437.8766256
552,46.194865,291.2648423
553,48.5248029,211.021298
554,43.69125143,401.8704299
555,24.31155547,326.2746245
556,35.08457257,406.9230174
557,62.9632499,274.7738129
558,31.45564074,337.5511143
559,41.053375,453.5491152
560,43.50414243,277.5338556
561,25.01155795,231.350249
562,38.8708684,254.0490308
563,36.19570149,266.8803129
564,39.33494873,430.3686443
565,50.38154736,302.09246
566,39.63826762,196.6378254
567,29.26238417,271.8228151
568,54.84163928,174.802887
569,39.94924514,230.163882
570,50.22016357,263.7999934
571,51.92661916,258.8798041
572,44.89678693,141.5808866
573,38.3600944,332.910318
574,37.07749459,143.5504354
575,39.52189491,390.4202615
576,51.61945377,296.3958602
577,36.8767941,73.378456
578,33.78643383,374.1826207
579,39.69533712,234.7476899
580,39.46218361,202.0486714
581,49.0511107,162.2548433
582,40.68462244,344.0203865
583,33.55724779,347.8422685
584,40.03207696,125.4614727
585,27.11166791,189.3903841
586,37.68299272,257.8344832
587,60.41890055,205.8134429
588,32.54866938,281.8983549
589,49.77937388,236.7848681
590,50.30446985,211.3493183
591,27.38350006,408.3617484
592,27.59786723,283.2578063
593,49.46196163,158.9892017
594,38.07312043,184.8320414
595,38.14154337,87.12023974
596,48.7330585,133.4340656
597,38.7974241,123.31017
598,38.76696034,293.5455526
599,33.93727485,206.6053994
600,29.92543078,257.1521469
601,39.40914351,226.6985267
602,47.68690136,398.1745601
603,49.53922449,351.1035487
604,54.01260038,175.5887005
605,47.46584925,49.83637872
606,44.13994941,314.4319445
607,21.96205482,231.8606404
608,48.86941432,337.0947401
609,45.38745162,167.472872
610,25.22044413,485.2152677
611,24.42679242,262.047812
612,38.08241631,137.6541833
613,36.81115675,330.3006726
614,31.79731721,353.6621032
615,42.48302143,336.0717805
616,44.78573982,405.6588255
617,31.41140119,206.1316217
618,37.24090828,390.5099287
619,46.08087047,178.9376017
620,35.18942559,282.9648969
621,46.09237968,261.3028098
622,42.89534266,254.6345851
623,47.66776611,435.0102593
624,41.58045759,281.1876103
625,46.30379798,80.36369116
626,55.4239221,265.829111
627,35.1796728,264.9954968
628,53.33194075,184.5020504
629,36.09127216,162.8578927
630,47.28111751,173.3389005
631,33.2882148,247.5940289
632,48.83372559,379.6864621
633,35.72116766,171.9906611
634,35.41569246,297.2772185
635,49.03992806,338.7953713
636,17.77155659,320.9743147
637,34.84734392,496.7044517
638,35.78616954,230.2754173
639,34.14148456,298.7945902
640,55.7216711,352.8103914
641,53.6875252,312.0993171
642,22.46702561,115.3075458
643,46.82881965,312.0497432
644,38.72859344,259.0489022
645,22.8678049,118.6296194
646,48.87116529,325.6830853
647,37.28393475,169.3592318
648,39.11195205,119.9403751
649,31.77401776,406.618817
650,42.94337993,273.2948434
651,29.64430995,335.7977422
652,34.67314353,240.8670641
653,32.06145229,207.2908079
654,36.10104206,368.3136985
655,39.12815448,253.3324344
656,53.28453384,489.7395047
657,55.30597335,293.3261051
658,52.55967677,396.8784251
659,37.02346186,288.1052136
660,46.2365189,251.3616525
661,51.13567456,197.8077154
662,56.57928628,297.4171931
663,46.03061705,318.2871179
664,34.82025453,114.6213335
665,37.42854017,377.1233418
666,37.71055863,249.7670458
667,42.6010659,340.6487537
668,40.21265253,335.8011639
669,34.51461757,178.0327538
670,33.53423315,191.8131106
671,27.62354444,377.3848687
672,46.90522472,235.104617
673,25.99227991,278.5012796
674,32.73089118,84.55918276
675,28.53822549,216.3225553
676,43.75715695,348.5379154
677,44.53102471,185.8972646
678,47.76740081,294.1606943
679,26.28160918,322.2152187
680,23.04888636,202.5303415
681,30.00789631,242.1791683
682,43.20118451,265.6036203
683,42.43005279,347.6033392
684,45.32698149,296.0317886
685,42.54150415,173.4244483
686,13.07680421,339.0054377
687,34.51910312,261.6844755
688,39.82025491,148.9159971
689,37.50654799,183.4030241
690,41.40296474,270.5701012
691,52.56867464,140.7854166
692,18.90084323,142.6172772
693,44.14919009,273.3696533
694,19.45995447,363.0266978
695,62.8054418,393.9254729
696,41.70618881,318.7449537
697,32.27814633,203.6176221
698,40.41817774,288.5629334
699,45.20659053,256.3285174
700,41.23262703,240.3562644
701,55.06179602,320.2551806
702,49.29203893,332.2169924
703,60.20831108,159.3237157
704,31.70305364,237.0584766
705,29.90240718,322.035324
706,48.51635517,299.231483
707,32.95479011,432.2240988
708,24.42685265,325.1473652
709,35.76607117,190.9964527
710,36.39245731,182.0032848
711,38.77175652,218.1289621
712,30.68785162,199.7218421
713,44.72019051,132.9594396
714,65.50609915,132.764408
715,36.57542642,212.6815832
716,42.41067856,265.1772378
717,33.57791088,222.6279195
718,35.82944261,396.730676
719,54.09830701,336.1099471
720,41.42811258,401.1967187
721,32.5595567,275.3726194
722,38.79423605,390.1597149
723,51.24000501,220.9421312
724,33.87104784,262.7646737
725,41.15590825,390.637911
726,51.89398037,126.2428718
727,43.76663778,343.5907179
728,38.23618371,226.8417361
729,55.05013498,342.2346115
730,35.62805472,304.5748565
731,43.33440816,277.4487877
732,33.91217484,299.1591612
733,31.97365243,189.1176436
734,46.834601,290.8813267
735,29.84471062,284.1857847
736,39.18007707,281.4589931
737,41.98998358,334.7141907
738,30.46544652,191.7172711
739,48.73180325,173.593388
740,46.64405082,369.7794739
741,46.63250293,109.4910724
742,44.06291446,267.3065939
743,36.75614375,403.831773
744,35.50205507,82.5423309
745,23.99283885,256.7676049
746,43.32165836,250.2629568
747,36.16408996,290.5435379
748,41.41910084,249.3053882
749,35.46980977,304.3512445
750,41.43932749,259.8004169
751,31.82426138,187.3777452
752,22.48362166,189.5005896
753,29.57183309,294.1085686
754,38.14729219,407.3004533
755,52.33464212,167.885135
756,39.48359376,415.2201213
757,33.98018773,262.4224776
758,52.1827506,297.0555142
759,37.37471838,197.9999933
760,32.59172753,237.1669528
761,45.61418539,382.1685725
762,19.94014029,227.3860057
763,42.59919632,384.3188677
764,40.40765448,362.0515286
765,32.80410218,202.5938453
766,35.5892688,395.3968156
767,47.24844079,366.2972519
768,28.49524357,188.855887
769,29.98400763,293.5372442
770,37.04255305,175.0501343
771,23.49700772,244.8476118
772,24.84219635,246.0004937
773,37.73519602,248.9640838
774,43.62845637,98.49620832
775,33.3430344,322.803789
776,43.26307631,375.5276621
777,47.35508959,222.3215277
778,31.00476656,211.0457519
779,29.41027074,355.9371738
780,41.13074157,507.0763163
781,27.33286615,181.700927
782,40.59914808,282.2037135
783,32.22472119,369.0353579
784,25.43432529,179.6015342
785,32.15753217,287.6183241
786,44.37131819,284.8960168
787,13.60572894,233.5835965
788,57.29891237,235.9088725
789,38.09757782,285.6624239
790,33.08259714,229.5701997
791,44.44521893,424.9727069
792,52.89750435,305.4520783
793,35.32637813,283.9806143
794,30.25242423,281.919283
795,38.90578281,437.9164994
796,51.28153045,255.9527392
797,46.08003342,247.5292097
798,22.18806249,265.5161829
799,34.93617131,333.586607
800,56.39627207,371.1041783
801,48.31567478,311.8474279
802,35.33173724,424.9171221
803,52.03056074,356.5232956
804,52.27458278,217.0060581
805,27.26399969,322.5993633
806,47.39270448,228.4560716
807,45.7345353,255.7709071
808,42.63624296,299.95811
809,45.11554123,338.9273805
810,30.73563312,330.6392481
811,56.47051153,246.9918753
812,51.91476489,221.9447777
813,18.87032177,304.5464303
814,42.19228873,299.7844792
815,38.4586801,301.3148294
816,55.29007659,226.5194884
817,36.77387764,383.3731502
818,34.86435661,429.3952527
819,43.76785179,467.1455842
820,40.0955726,180.669308
821,64.03112878,317.118906
822,48.59962323,282.7785596
823,34.50022474,240.3398209
824,46.80637297,290.3658937
825,35.39482097,190.7793079
826,40.12534014,209.3473897
827,34.81312427,61.86105276
828,41.60190691,289.6559463
829,23.18970581,248.1484338
830,55.77559815,461.108574
831,33.76202344,159.9734085
832,30.21731515,282.6694691
833,34.73065452,271.5771724
834,52.09821177,257.2671118
835,44.01048794,259.9835116
836,32.09688835,296.1804599
837,32.16946353,317.9881627
838,40.7665709,149.2645186
839,36.70486604,176.6655244
840,49.93467736,272.853289
841,33.55918869,541.2159841
842,38.0036339,296.9540803
843,35.91074275,378.9996372
844,39.20290699,161.828784
845,40.12690647,312.2341862
846,51.97046059,291.051209
847,35.62103856,208.2038252
848,32.92730831,238.387855
849,41.54289672,252.3385651
850,19.68341523,195.1071083
851,54.43000469,333.5888084
852,49.90426651,324.9571426
853,44.03650756,198.4132918
854,45.27829459,202.6391199
855,64.05101112,301.1521418
856,31.46966747,289.4339259
857,46.54333432,291.0496285
858,53.72176963,119.1566331
859,40.1661491,269.5430498
860,53.6366837,476.7597383
861,30.4835122,96.50150899
862,24.70414126,207.1788934
863,39.30229613,415.0950881
864,31.97303511,183.3386312
865,41.74580233,186.5426828
866,39.39764924,85.30581357
867,44.95777399,244.3081368
868,44.20622503,368.4444127
869,42.39385232,285.2218222
870,30.763118,256.8563314
871,22.98924607,192.0858134
872,50.56575112,361.6072967
873,49.4152795,402.1109102
874,27.59717301,296.3231361
875,33.52546463,134.4406083
876,41.16567532,358.9338115
877,42.07103111,153.9047523
878,37.58866493,262.0261237
879,36.69025993,238.938912
880,35.18675832,226.0918287
881,48.97146996,286.5564638
882,46.23808911,159.014191
883,49.80495434,323.6138157
884,59.10162761,157.8831655
885,46.38417328,175.6913645
886,43.16174423,324.4165044
887,41.43829255,222.8130901
888,47.82785583,352.4974627
889,30.90297688,308.662255
890,20.93822807,193.2105903
891,39.36900852,169.8370916
892,32.25956136,196.8949887
893,53.86779863,378.4084655
894,67.5113457,241.7130807
895,30.9403948,359.0667839
896,32.60979463,158.3020717
897,34.3015463,247.8242706
898,44.54183517,239.6136989
899,31.44370434,361.5096047
900,29.52808306,314.4017059
901,63.61085255,143.2931169
902,52.79582907,232.6731778
903,25.50376511,241.8912244
904,36.69536209,194.6008441
905,38.73280168,241.8098387
906,44.62285535,359.095978
907,55.70318145,184.5387495
908,54.31364829,294.3099258
909,42.01019914,327.3142383
910,26.05281781,109.7983457
911,46.26133604,229.9481024
912,21.5633537,372.7601588
913,54.92892404,200.2290606
914,52.67508106,13.42901983
915,40.53126161,137.0066522
916,43.54976001,166.3101284
917,34.38919056,269.2622897
918,49.29855399,341.6177283
919,66.4047566,236.9834122
920,24.62634195,402.427537
921,45.51397606,260.6556685
922,35.30559266,148.8835765
923,48.27735658,355.9525207
924,30.99070584,344.5157796
925,55.17785489,150.4277276
926,50.85706345,432.0300602
927,43.56383737,316.0563026
928,51.27192345,368.7650259
929,39.22316414,384.8803204
930,42.06422187,227.1294363
931,45.32417228,148.5976013
932,49.97121211,168.7799119
933,47.43979486,202.8905386
934,54.63758299,320.2190575
935,41.58346092,176.6906507
936,47.7048433,324.6456249
937,28.75931969,94.25263715
938,44.28183039,363.5315281
939,69.24414394,304.0773713
940,42.99572581,246.9288882
941,63.08866025,383.7638975
942,57.12183973,347.2485786
943,28.15043931,140.5870912
944,32.83039212,215.8104003
945,28.20105617,455.7742244
946,59.54277406,102.2770395
947,56.64802612,76.04896156
948,48.61318976,403.4120631
949,38.33025866,298.7200846
950,34.16125536,154.9187482
951,50.23312087,173.5122675
952,37.02282588,136.9229824
953,48.41774109,127.2798657
954,44.24555272,304.169097
955,54.85097145,136.0330196
956,52.47755317,321.2791778
957,36.3822191,478.0670878
958,22.9189725,390.0135796
959,22.13088687,158.495302
960,48.47556899,224.8710912
961,15.28973069,192.7081631
962,22.81982831,250.997102
963,48.88976224,367.9618026
964,50.08782061,379.9231121
965,42.277679,508.1011088
966,34.25501727,422.2398235
967,33.53619919,258.7770239
968,45.91530809,296.7646491
969,32.90655499,369.8970939
970,44.30699394,271.8601367
971,22.82052747,219.6883929
972,58.20408575,140.2146173
973,32.14892983,199.2141464
974,54.6254265,217.4759776
975,27.31902732,266.1640269
976,44.6384064,371.5201553
977,28.18256622,291.6995703
978,26.37892555,282.875618
979,46.53276041,358.6511244
980,18.26419444,261.1763145
981,24.97535697,438.0503928
982,42.96844687,369.3057519
983,27.31487339,321.8302213
984,48.69771565,249.1881621
985,16.27767334,222.4766229
986,53.78680769,301.5514043
987,54.85548693,305.2615885
988,42.37000802,346.4809424
989,33.38611441,349.6417877
990,34.80206904,412.1543353
991,23.57652928,217.2030862
992,44.50756364,244.5550011
993,24.35518574,318.7247892
994,23.37772342,93.78102179
995,30.11158897,183.6485688
996,46.94930715,267.5272093
997,44.64060601,261.424442
998,51.05103846,347.9965199
999,41.55637053,406.0861169
1000,50.20499087,129.8756066
1001,29.17640479,322.9693848
1002,12.19390323,300.722564
1003,60.50261673,421.0977231
1004,46.18557616,325.7360276
